incident_id,Incident_Title,incident_impact_level,Incident_color,provider,Playground,API,DALL-E,ChatGPT,api.anthropic.com,claude.ai,console.anthropic.com,Character.AI,REST API,gRPC API,Stable Assistant,investigating_flag,investigating_timestamp,investigating_description,identified_flag,identified_timestamp,identified_description,monitoring_flag,monitoring_timestamp,monitoring_description,resolved_flag,resolved_timestamp,resolved_description,postmortem_flag,postmortem_timestamp,postmortem_description,start_timestamp,close_timestamp,time_span,over_one_day,StabilityAI
mpvly941yv58,Degraded performance for the Assistants API,1,#f4ac36,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-10-19 20:19:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-10-19 20:55:00+00:00,"This incident is now resolved. This took place on Saturday October 19, 2024 from 12:33pm to 1:19pm Pacific time.",0,,,2024-10-19 20:19:00+00:00,2024-10-19 20:55:00+00:00,0 days 00:36:00,False,0.0
r138v2fp6l2s,Elevated API errors on Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-10-17 18:34:00+00:00,3.5-Sonnet is returning errors to some requests,1,2024-10-17 18:43:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-10-17 18:47:00+00:00,"From 18:07–18:42 UTC, some users experienced elevated errors on requests to Claude 3.5 Sonnet. This is now resolved.",0,,,2024-10-17 18:34:00+00:00,2024-10-17 18:47:00+00:00,0 days 00:13:00,False,0.0
9z6rj9swlc0y,Users are currently unable to upload files in ChatGPT / custom GPTs or in the API / Assistants,3,#ef4146,openai,0,1,0,1,0,0,0,0,0,0,0,1,2024-10-17 17:31:00+00:00,Users are currently unable to upload files in ChatGPT / custom GPTs. We are currently investigating this issue. API/Assistants are not impacted at this time.,0,,,1,2024-10-17 17:43:00+00:00,"A fix has been implemented and we are monitoring the results. The fix is applied to all impacted services across ChatGPT, custom GPTs, the API, and Assistants.",1,2024-10-17 17:51:00+00:00,"This incident is now resolved across all impacted services. This incident started Thursday October 17th, 2024 at 10:21pm and was mitigated at 10:45pm Pacific time.",0,,,2024-10-17 17:31:00+00:00,2024-10-17 17:51:00+00:00,0 days 00:20:00,False,0.0
7k20nsx3kkqx,Increased latency in the API on GPT-4o mini,3,#ef4146,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-10-16 21:24:00+00:00,We are currently investigating increased latency on our GPT-4o mini model in the API. ChatGPT does not appear to be impacted at this time.,0,,,1,2024-10-17 16:28:00+00:00,We believe the issue has been mitigated. We're continuing to monitor the performance of this model.,1,2024-10-17 21:40:00+00:00,We've implemented a fix and confirmed the elevated latency on GPT-4o mini is resolved. This started Saturday Oct 12 11pm PT and resolved on Thursday Oct 17 3am PT.,0,,,2024-10-16 21:24:00+00:00,2024-10-17 21:40:00+00:00,1 days 00:16:00,True,0.0
d0ckfl8wb0n0,Elevated errors on Claude 3 Opus,2,#e67e22,anthropic,0,0,0,0,1,0,0,0,0,0,0,1,2024-10-16 15:56:00+00:00,We are currently investigating this issue.,1,2024-10-16 16:05:00+00:00,"We are continuing to see recovery on Claude 3 Opus, however we have identified an issue resulting in elevated errors on Claude 3.5 Sonnet and are working to resolve them.",1,2024-10-16 16:00:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-16 18:11:00+00:00,This incident has been resolved.,0,,,2024-10-16 15:56:00+00:00,2024-10-16 18:11:00+00:00,0 days 02:15:00,False,0.0
v20bwm5v2t60,Degradation in Realtime API,0,#050505,openai,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,1,2024-10-15 23:30:00+00:00,"On Tue, Oct 15, we experienced degradation in the Realtime API from 11:45 PM to 12:45 AM GMT (Oct 16).",0,,,2024-10-15 23:30:00+00:00,2024-10-15 23:30:00+00:00,0 days 00:00:00,False,0.0
kfy40mxr686g,Billing and Usage dashboard data not displaying for some users,3,#ef4146,openai,0,1,0,0,0,0,0,0,0,0,0,0,,,1,2024-10-14 20:12:00+00:00,"We are currently investigating an issue where multiple users have reported no activity appearing in their billing and usage dashboards for certain models since October 10, 2024. Affected API customers are still able to use our models without disruption. Starting from ~1 PM PT today, users should start seeing data reflected again.",1,2024-10-16 17:39:00+00:00,We have implemented a fix for a configuration error which caused this issue. That fix is live so now the billing and usage dashboard data should be displaying normally for all who should have access. We're monitoring a backfill of all related billing events to ensure the usage display since this issue started reflect correctly in customer dashboards.,1,2024-10-18 16:39:00+00:00,"This incident has been resolved. The issue started October 8, 2024 at 11:00am Pacific and ended October 17, 2024 on 12:40 Pacific.",0,,,2024-10-14 20:12:00+00:00,2024-10-18 16:39:00+00:00,3 days 20:27:00,True,0.0
n55njyqz4hr8,Unable to create new fine-tuned models from existing fine-tuned models that were recently created,0,#050505,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-10-07 20:39:00+00:00,"Recently created fine-tuned models are not showing up in the ""Model Selection"" dropdown when choosing a base model to create a fine-tuning job from. This issue is only in the UI, customers can create fine-tuning jobs based off of existing fine-tunes via the API. This issue appears to only impact fine-tuned models created in the default project.",1,2024-10-07 21:22:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-10-08 05:02:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-08 18:01:00+00:00,This incident has been resolved.,0,,,2024-10-07 20:39:00+00:00,2024-10-08 18:01:00+00:00,0 days 21:22:00,False,0.0
ba5793023ada,REST API Errors,2,#ff8c00,StabilityAI,0,0,0,0,0,0,0,0,1,0,0,1,2024-10-07 17:29:20+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-10-07 17:45:00+00:00,This incident has been resolved.,0,,,2024-10-07 17:29:20+00:00,2024-10-07 17:45:00+00:00,0 days 00:15:39,False,0.0
4f27pxbkg7kz,Elevated errors rates in Assistants API with vector store,0,#050505,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-10-04 12:59:00+00:00,We're experiencing an elevated level of API errors for calls with vector stores,0,,,1,2024-10-04 13:12:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-04 13:22:00+00:00,This incident has been resolved.,0,,,2024-10-04 12:59:00+00:00,2024-10-04 13:22:00+00:00,0 days 00:23:00,False,0.0
c5g1f0lw5fnd,Gateway Restarted Impacting Access,3,#e74c3c,character,0,0,0,0,0,0,0,1,0,0,0,1,2024-10-01 19:11:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-10-01 19:17:00+00:00,This incident has been resolved.,0,,,2024-10-01 19:11:00+00:00,2024-10-01 19:17:00+00:00,0 days 00:06:00,False,0.0
whtx5sq6d3fg,Unavailability of docs.anthropic.com,2,#e67e22,anthropic,0,0,0,0,0,0,0,0,0,0,0,1,2024-10-01 18:15:00+00:00,"We are currently investigating an issue impacting docs.anthropic.com, other domains such as Claude.ai and the Anthropic API are not affected.",0,,,0,,,1,2024-10-01 18:25:00+00:00,This incident has been resolved.,0,,,2024-10-01 18:15:00+00:00,2024-10-01 18:25:00+00:00,0 days 00:10:00,False,0.0
jwjmzwrmqjl9,Elevated latency on some requests to Claude 3.5 Sonnet,1,#f1c40f,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-10-01 17:36:00+00:00,We are currently investigating this issue.,0,,,1,2024-10-01 18:02:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-01 18:12:00+00:00,This incident has been resolved.,0,,,2024-10-01 17:36:00+00:00,2024-10-01 18:12:00+00:00,0 days 00:36:00,False,0.0
ngmt08pwjlxz,Erroneous usage data for some API users is leading to them incorrectly hitting usage limits,1,#f4ac36,openai,0,1,0,0,0,0,0,0,0,0,0,0,,,1,2024-10-01 15:50:00+00:00,The issue has been identified and currently a fix is being implemented.,1,2024-10-01 16:48:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-02 16:20:00+00:00,This incident was resolved as of 6 pm PDT on 10/1/2024. Customers should no longer be seeing erroneous usage data or unexpectedly be hitting usage limits.,0,,,2024-10-01 15:50:00+00:00,2024-10-02 16:20:00+00:00,1 days 00:30:00,True,0.0
y8g244wxy19r,Error 1002 Worker exceeded resource limits,0,#333333,character,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,1,2024-09-25 21:00:00+00:00,We are currently investigating this issue.,0,,,2024-09-25 21:00:00+00:00,2024-09-25 21:00:00+00:00,0 days 00:00:00,False,0.0
rzbypbn1f7lf,Elevated Errors on Claude 3.5 Sonnet,1,#f1c40f,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-25 13:41:00+00:00,We are currently investigating this issue.,0,,,1,2024-09-25 15:20:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-25 17:12:00+00:00,"From 11:03–16:37 UTC, some users experienced elevated errors on requests to Claude 3.5 Sonnet. This issue is now resolved.",0,,,2024-09-25 13:41:00+00:00,2024-09-25 17:12:00+00:00,0 days 03:31:00,False,0.0
wy9j9j7sn0r6,"Claude 1.0, 1.1, and 1.2 Outage",1,#f1c40f,anthropic,0,0,0,0,1,0,1,0,0,0,0,1,2024-09-24 23:11:00+00:00,These models are currently not available,0,,,0,,,1,2024-09-24 23:26:00+00:00,This incident has been resolved.,0,,,2024-09-24 23:11:00+00:00,2024-09-24 23:26:00+00:00,0 days 00:15:00,False,0.0
4k8gmdx11lcq,Partial Outage on 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-24 15:36:00+00:00,3.5 Sonnet is returning an elevated error rate,0,,,1,2024-09-24 16:07:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-24 18:50:00+00:00,This incident has been resolved. We will return free Claude.ai usage to 3.5 Sonnet as soon as possible.,0,,,2024-09-24 15:36:00+00:00,2024-09-24 18:50:00+00:00,0 days 03:14:00,False,0.0
f6dbcvsyff6h,Elevated errors rates in Assistants API with vector store and file creation,1,#f4ac36,openai,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,1,2024-09-24 15:00:00+00:00,We experienced an elevated level of API errors for calls with vector stores and files,0,,,2024-09-24 15:00:00+00:00,2024-09-24 15:00:00+00:00,0 days 00:00:00,False,0.0
n6gp0rvd3d6s,Some fine-tuned snapshots are missing sampling permissions after finishing training,1,#f4ac36,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-09-24 03:08:00+00:00,We are investigating reports that sampling requests to fine-tuned models are returning 404 due to lack of sampling permissions.,1,2024-09-24 04:19:00+00:00,"A fix is being deployed, 404 errors should subside before 9:30pm PT.",1,2024-09-24 05:04:00+00:00,A fix has been fully deployed and fine-tuned snapshots can be sampled from normally again. Impacted fine-tunes were those created after 3:48pm PT on 9/23.,1,2024-09-24 05:04:00+00:00,This incident has been resolved.,0,,,2024-09-24 03:08:00+00:00,2024-09-24 05:04:00+00:00,0 days 01:56:00,False,0.0
4hc6130xwxt5,Elevated errors and latency on the Anthropic API,1,#f1c40f,anthropic,0,0,0,0,1,0,0,0,0,0,0,1,2024-09-24 01:53:00+00:00,We are currently investigating this issue.,0,,,1,2024-09-24 02:20:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-24 03:41:00+00:00,"From 01:35–02:18 UTC, users experienced elevated latency on the Anthropic API. This issue is now resolved.",0,,,2024-09-24 01:53:00+00:00,2024-09-24 03:41:00+00:00,0 days 01:48:00,False,0.0
xts3kyr0nrx1,Elevated Errors on Claude 3.5 Sonnet,1,#f1c40f,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-23 11:24:00+00:00,We're experiencing an elevated level of API errors and are currently looking into the issue.,0,,,1,2024-09-23 14:53:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-23 16:42:00+00:00,"From 06:57–15:11 UTC, users experienced elevated errors on requests to Claude 3.5 Sonnet. This issue has been resolved.",0,,,2024-09-23 11:24:00+00:00,2024-09-23 16:42:00+00:00,0 days 05:18:00,False,0.0
pdr6pk41fk9h,Claude 3 Opus elevated errors,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-20 18:00:00+00:00,Some models are totally or partially unavailable and returning errors,1,2024-09-20 18:04:00+00:00,"We have identified an issue affecting Claude 3 Opus, and resulting in elevated error rates. We are currently working to resolve this issue.",1,2024-09-20 18:20:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-20 21:01:00+00:00,This incident has been resolved.,0,,,2024-09-20 18:00:00+00:00,2024-09-20 21:01:00+00:00,0 days 03:01:00,False,0.0
9c67ckjth8k3,ChatGPT Is Not Loading for Some Users,2,#e86c09,openai,0,0,0,1,0,0,0,0,0,0,0,1,2024-09-20 17:17:00+00:00,Some users are seeing errors while trying to access ChatGPT. Engineers are investigating.,0,,,1,2024-09-20 19:36:00+00:00,The engineering team has mitigate the errors for users using ChatGPT. Engineers are monitoring.,1,2024-09-20 20:07:00+00:00,This issue has been resolved.,0,,,2024-09-20 17:17:00+00:00,2024-09-20 20:07:00+00:00,0 days 02:50:00,False,0.0
vrqn2zypdmhd,Login issues with magic links,1,#f1c40f,anthropic,0,0,0,0,0,1,1,0,0,0,0,1,2024-09-19 18:45:00+00:00,We are currently investigating an issue preventing some users from being able to sign in with magic links.,0,,,1,2024-09-19 19:38:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-19 20:09:00+00:00,This incident has been resolved.,0,,,2024-09-19 18:45:00+00:00,2024-09-19 20:09:00+00:00,0 days 01:24:00,False,0.0
gg215bzz7rhm,3.5-Sonnet Partial Outage,0,#333333,anthropic,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,1,2024-09-19 15:00:00+00:00,"From 15:07–15:30 UTC, Claude 3.5 Sonnet experienced elevated error rates.",0,,,2024-09-19 15:00:00+00:00,2024-09-19 15:00:00+00:00,0 days 00:00:00,False,0.0
g1q7skfj3xr9,Fine-tuning job are not being returned from API,2,#e86c09,openai,0,1,0,0,0,0,0,0,0,0,0,0,,,1,2024-09-18 22:12:00+00:00,No fine-tuning jobs are being returned from the /v1/fine_tuning/jobs endpoint.,1,2024-09-18 22:20:00+00:00,Fine-tuning jobs are being returned from the API and are populating the UI on platform.openai.com/finetune,1,2024-09-18 22:43:00+00:00,A fix has been deployed and fine-tune jobs are being returned normally via the API. There was no data loss during this time.,0,,,2024-09-18 22:12:00+00:00,2024-09-18 22:43:00+00:00,0 days 00:31:00,False,0.0
6ysbhfcs429p,ChatGPT web is experiencing issues on Chrome version 129,1,#f4ac36,openai,0,0,0,1,0,0,0,0,0,0,0,1,2024-09-18 06:10:00+00:00,We are currently investigating this issue.,0,,,1,2024-09-18 13:14:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-18 13:50:00+00:00,This incident has been resolved.,0,,,2024-09-18 06:10:00+00:00,2024-09-18 13:50:00+00:00,0 days 07:40:00,False,0.0
7mldgz0f47rp,Elevated Errors on Some API Models,2,#e86c09,openai,0,1,0,1,0,0,0,0,0,0,0,1,2024-09-17 23:30:00+00:00,"Starting around 3:50pm PT, some API models had elevated error rates. Engineers are actively investigating the issue and working on a mitigation.",0,,,1,2024-09-17 23:46:00+00:00,"Engineers have implemented a fix, and API requests have been recovering since 4:30pm PT. The team is monitoring the update.",1,2024-09-18 00:56:00+00:00,This incident is resolved.,0,,,2024-09-17 23:30:00+00:00,2024-09-18 00:56:00+00:00,0 days 01:26:00,False,0.0
ds175sjzk4y8,Truncated responses in the Anthropic Console,1,#f1c40f,anthropic,0,0,0,0,0,0,1,0,0,0,0,1,2024-09-17 18:16:00+00:00,Requests on console.anthropic.com are displaying truncated responses in the response window. We are currently investigating this issue.,0,,,1,2024-09-17 18:22:00+00:00,"A fix has been implemented and we are monitoring closely. If you are continuing to experience this issue, refresh your console.anthropic.com session.",1,2024-09-17 18:29:00+00:00,This incident has been resolved.,0,,,2024-09-17 18:16:00+00:00,2024-09-17 18:29:00+00:00,0 days 00:13:00,False,0.0
4d2ywlypntbx,Elevated errors on Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,0,0,0,0,0,0,1,2024-09-16 20:14:00+00:00,We are currently investigating this issue.,1,2024-09-16 20:16:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-09-16 20:23:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-16 20:50:00+00:00,"From 19:48–20:20 UTC, users experienced elevated errors on requests to Claude 3.5 Sonnet. This issue is now resolved.",0,,,2024-09-16 20:14:00+00:00,2024-09-16 20:50:00+00:00,0 days 00:36:00,False,0.0
2mk4x5m4xvqs,Workspace Analytics tab is broken for ChatGPT Enterprise users,1,#f4ac36,openai,0,0,0,1,0,0,0,0,0,0,0,0,,,1,2024-09-16 16:33:00+00:00,The Workspace Analytics tab for ChatGPT Enterprise is currently not returning any data. We have identified the root cause and we're actively working on a fix.,1,2024-09-17 11:24:00+00:00,The Workspace Analytics tab should now be functioning as normal for ChatGPT Enterprise users. We're monitoring the situation.,1,2024-09-26 18:18:00+00:00,"Starting on Sep 16th at 9:33 AM PDT, some users experienced increased errors when accessing the Workspace Analytics tab for ChatGPT. As of Sep 25th at 10:06 PM PDT, the issue has been fully resolved, and service has been restored for all users. Our team will continue to monitor the system to ensure ongoing stability.",0,,,2024-09-16 16:33:00+00:00,2024-09-26 18:18:00+00:00,10 days 01:45:00,True,0.0
bq8064vtt623,"API requests, logins, and account creations failing",2,#e86c09,openai,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,1,2024-09-16 15:59:00+00:00,"For a short period, users were being blocked from sending requests to our API. This issue has already been fixed and we're monitoring closely.",1,2024-09-16 16:15:00+00:00,From 08:39AM – 08:56AM PDT all API requests failed. We have fixed the issue and the API is fully operational. In the same window we also saw new account creations and logins failing for OpenAI Platform and ChatGPT. This issue is now resolved.,1,2024-09-20 21:52:00+00:00,"On September 16, 2024, between 8:39am to 8:50am PDT, all API traffic to api.openapi.com was blocked. We additionally saw new account creations and logins failing for OpenAI Platform and ChatGPT.
The root cause was an erroneous update to a Web Application Firewall (WAF) rule which mistakenly blocked all traffic.
The issue was detected immediately and after identifying the root cause, we reverted the offending change and temporarily froze subsequent updates to our WAF rules.
We frequently make changes to our WAF rules to mitigate new threats or change internal configuration. These changes are all subject to our standard change management process which requires peer review of every change, and we recommend testing rules in ""dry-run"" mode before enforcing new rules. However, we had no mechanism in place to guarantee that all new rules were tested in dry-run mode before turning on enforcement.
As part of the incident response, we have already implemented the following measures:
To prevent incidents like this in the future, we have implemented controls to enforce that these rules are never turned to ""block"" without first testing them in dry-run mode regardless of the urgency.
We know API outages impact our customers' products and business, and are committed to preventing such incidents in the future and improving our service reliability.",2024-09-16 15:59:00+00:00,2024-09-16 16:15:00+00:00,0 days 00:16:00,False,0.0
4w1tp932bsq3,Service Outage - low QPS,3,#e74c3c,character,0,0,0,0,0,0,0,1,0,0,0,1,2024-09-14 21:59:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-09-14 23:34:00+00:00,This incident has been resolved.,0,,,2024-09-14 21:59:00+00:00,2024-09-14 23:34:00+00:00,0 days 01:35:00,False,0.0
dn454qypbw83,Advanced Voice inaccessible to some alpha users,0,#050505,openai,0,0,0,1,0,0,0,0,0,0,0,1,2024-09-14 14:19:00+00:00,We're currently investigating an issue preventing some users from accessing the Advanced Voice alpha for ChatGPT.,0,,,0,,,1,2024-09-14 18:00:00+00:00,This incident has been resolved.,0,,,2024-09-14 14:19:00+00:00,2024-09-14 18:00:00+00:00,0 days 03:41:00,False,0.0
6xrkkj69mwn0,Elevated 404 errors impacting the ChatCompletion API endpoint,1,#f4ac36,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-09-14 00:48:00+00:00,We are currently investigating an issue causing increased error rates on the ChatCompletion API endpoint.,0,,,1,2024-09-14 01:01:00+00:00,Error rates have returned to normal. We are continuing to monitor for any further issues.,1,2024-09-14 01:16:00+00:00,This incident has been resolved.,0,,,2024-09-14 00:48:00+00:00,2024-09-14 01:16:00+00:00,0 days 00:28:00,False,0.0
98ybsk5l2j4r,Some users unable to login to ChatGPT when starting from their IdP,1,#f4ac36,openai,0,0,0,1,0,0,0,0,0,0,0,1,2024-09-12 17:51:00+00:00,We are currently investigating an issue where some users cannot login when initiated from their IdP.,0,,,1,2024-09-12 19:46:00+00:00,We've deployed a fix and are monitoring to verify resolution.,1,2024-09-12 19:50:00+00:00,This incident should now be resolved.,0,,,2024-09-12 17:51:00+00:00,2024-09-12 19:50:00+00:00,0 days 01:59:00,False,0.0
198dzcv9ptcq,Internal server error on Claude.ai,3,#e74c3c,anthropic,0,0,0,0,0,1,0,0,0,0,0,1,2024-09-12 17:23:00+00:00,We are currently investigating this issue.,1,2024-09-12 17:27:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-09-12 17:35:00+00:00,"From 16:14–17:31 UTC, Claude.ai users received an internal server error. This is now resolved.",0,,,2024-09-12 17:23:00+00:00,2024-09-12 17:35:00+00:00,0 days 00:12:00,False,0.0
x6kvdyjgzxb2,"Elevated errors on Claude.ai, Console, and the Anthropic API",2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-12 16:30:00+00:00,We are currently investigating this issue.,1,2024-09-12 16:32:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-09-12 16:42:00+00:00,"From 16:14–16:34 UTC, users experienced elevated errors on the Anthropic API. This issue is now resolved.",0,,,2024-09-12 16:30:00+00:00,2024-09-12 16:42:00+00:00,0 days 00:12:00,False,0.0
7154740419d7,Increased latency for some endpoints,1,#ecc94b,StabilityAI,0,0,0,0,0,0,0,0,1,1,0,0,,,1,2024-09-12 08:21:24+00:00,"Due to high demand, the following V2 API endpoints are experiencing delays running inference. Please increase client side timeouts if you are receiving errors. We are working to address the issues.
All upscale endpoints (conservative, creative, fast)
Stable Image Edit - Outpaint",0,,,1,2024-09-12 12:53:48+00:00,This incident has been resolved.,0,,,2024-09-12 12:53:48+00:00,2024-09-12 12:53:48+00:00,0 days 00:00:00,False,0.0
sn3y911gkt0r,Elevated errors across Claude models,3,#e74c3c,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-11 22:00:00+00:00,We are currently investigating this issue.,1,2024-09-11 22:02:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-09-11 22:07:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-11 22:17:00+00:00,"From 21:55–22:10 UTC, requests to Claude models returned errors. This issue is now resolved.",0,,,2024-09-11 22:00:00+00:00,2024-09-11 22:17:00+00:00,0 days 00:17:00,False,0.0
slmjyth2c3y9,Elevated error rates across multiple endpoints,2,#e86c09,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-09-11 00:35:00+00:00,We are currently investigating elevated error rates across multiple endpoints.,0,,,1,2024-09-11 00:58:00+00:00,We have identified the core issue here and have implemented a fix and are monitoring results. Most customers should now be experiencing normal behavior.,1,2024-09-11 01:11:00+00:00,This issue has now been resolved.,0,,,2024-09-11 00:35:00+00:00,2024-09-11 01:11:00+00:00,0 days 00:36:00,False,0.0
c46g0x8kfzm8,Elevated error rates when accessing Custom GPTs,1,#f4ac36,openai,0,0,0,1,0,0,0,0,0,0,0,1,2024-09-11 00:23:00+00:00,We are currently investigating elevated error rates when accessing Custom GPTs. ChatGPT should be working as expected.,0,,,1,2024-09-11 00:56:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-11 01:18:00+00:00,This incident has been resolved.,0,,,2024-09-11 00:23:00+00:00,2024-09-11 01:18:00+00:00,0 days 00:55:00,False,0.0
k2f85gtdxrsr,Elevated errors on the API and other surfaces,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-10 18:27:00+00:00,We are currently investigating this issue.,1,2024-09-10 18:31:00+00:00,"We have identified an issue affecting traffic to Claude 3 models, and are working to apply a fix. Claude 3.5 Sonnet is unaffected.",1,2024-09-10 18:34:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-10 19:02:00+00:00,This incident has been resolved.,0,,,2024-09-10 18:27:00+00:00,2024-09-10 19:02:00+00:00,0 days 00:35:00,False,0.0
j3mqn3h171rq,High number of errors for API and Claude.ai,2,#e67e22,anthropic,0,0,0,0,1,1,0,0,0,0,0,1,2024-09-05 17:32:00+00:00,We are currently investigating this issue.,1,2024-09-05 17:34:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-09-05 17:40:00+00:00,"From 17:17–17:29 UTC, we saw elevated error rates on the API and Claude.ai across all models. At this time, success rates have returned to normal and we are closely monitoring.",1,2024-09-05 20:58:00+00:00,This incident has been resolved.,0,,,2024-09-05 17:32:00+00:00,2024-09-05 20:58:00+00:00,0 days 03:26:00,False,0.0
h7hsnkvjlypr,Degraded performance in the API for GPT-4o mini,1,#f4ac36,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-09-04 19:10:00+00:00,We are currently investigating degraded performance in the API for GPT-4o mini. ChatGPT does not appear impacted at this time.,0,,,1,2024-09-04 19:19:00+00:00,We have identified the root cause and implemented a fix. We are now monitoring as things appear to be recovering.,1,2024-09-04 19:55:00+00:00,"The incident was resolved.

API impact started at approximately 6:38 PM GMT and ended at 7:17 PM GMT.",0,,,2024-09-04 19:10:00+00:00,2024-09-04 19:55:00+00:00,0 days 00:45:00,False,0.0
j6glkgv11zx3,Delays in processing fine-tuning jobs,1,#f4ac36,openai,0,1,0,0,0,0,0,0,0,0,0,0,,,1,2024-09-04 16:03:00+00:00,Fine-tuning jobs are experiencing processing delays due to an increased queue size. We are attempting to scale available workers to meet demand.,0,,,1,2024-09-04 17:53:00+00:00,Fine-tuning jobs are running normally and without delay at this time,0,,,2024-09-04 16:03:00+00:00,2024-09-04 17:53:00+00:00,0 days 01:50:00,False,0.0
k0z4hl33tcpl,Elevated errors on Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,0,,,1,2024-09-04 12:39:00+00:00,3.5-sonnet is seeing elevated error rates,1,2024-09-04 15:16:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-04 21:28:00+00:00,This incident has been resolved.,0,,,2024-09-04 12:39:00+00:00,2024-09-04 21:28:00+00:00,0 days 08:49:00,False,0.0
090c72v2y6pd,Elevated API errors on Claude 3.5 Sonnet,1,#f1c40f,anthropic,0,0,0,0,1,1,0,0,0,0,0,1,2024-09-04 09:28:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-09-04 10:18:00+00:00,This incident has been resolved.,0,,,2024-09-04 09:28:00+00:00,2024-09-04 10:18:00+00:00,0 days 00:50:00,False,0.0
grnfqny54ntc,Elevated errors on Claude 3.5 Sonnet and 3 Opus,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-02 03:52:00+00:00,"We have identified an issue resulting in elevated errors for Claude 3.5 Sonnet and 3 Opus on the Anthropic API. We are working to resolve this issue, and will provide an update shortly.",1,2024-09-02 04:24:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-09-02 17:29:00+00:00,"At this time, success rates have returned to normal, and access to 3.5 Sonnet has been restored for free Claude.ai users. We are continuing to closely monitor.",1,2024-09-02 19:05:00+00:00,This incident has been resolved.,0,,,2024-09-02 03:52:00+00:00,2024-09-02 19:05:00+00:00,0 days 15:13:00,False,0.0
b92l8vypt03c,Elevated API errors on Claude 3.5 Sonnet and 3 Opus,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-09-01 22:36:00+00:00,We're experiencing an elevated level of API errors and are currently looking into the issue.,0,,,1,2024-09-01 23:48:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-09-02 00:10:00+00:00,This incident has been resolved.,0,,,2024-09-01 22:36:00+00:00,2024-09-02 00:10:00+00:00,0 days 01:34:00,False,0.0
