incident_id,Incident_Title,incident_impact_level,Incident_color,provider,Playground,API,DALL-E,ChatGPT,api.anthropic.com,claude.ai,console.anthropic.com,Character.AI,investigating_flag,investigating_timestamp,investigating_description,identified_flag,identified_timestamp,identified_description,monitoring_flag,monitoring_timestamp,monitoring_description,resolved_flag,resolved_timestamp,resolved_description,postmortem_flag,postmortem_timestamp,postmortem_description,start_timestamp,close_timestamp,time_span,over_one_day
dvgk0n5jtt4x,Claude Instant 1.2 Outage,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,1,2024-10-29 00:40:00+00:00,Instant 1.2 is returning an elevated error rate.,0,,,1,2024-10-29 01:14:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-29 01:26:00+00:00,This incident has been resolved.,0,,,2024-10-29 00:40:00+00:00,2024-10-29 01:26:00+00:00,0 days 00:46:00,False
sddrn39zm1j9,Elevated error rate on Claude 3.5 Sonnet 20240620,1,#f1c40f,anthropic,0,0,0,0,1,0,0,0,0,,,1,2024-10-28 13:37:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-10-28 15:27:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-28 18:09:00+00:00,This incident has been resolved.,0,,,2024-10-28 13:37:00+00:00,2024-10-28 18:09:00+00:00,0 days 04:32:00,False
m4p95rky6xr2,Errors logging into Claude.ai,2,#e67e22,anthropic,0,0,0,0,0,1,0,0,1,2024-10-28 02:38:00+00:00,We are currently investigating this issue.,0,,,1,2024-10-28 02:51:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-28 03:34:00+00:00,This incident has been resolved.,0,,,2024-10-28 02:38:00+00:00,2024-10-28 03:34:00+00:00,0 days 00:56:00,False
0449yjr4gfg1,Errors on requests to 3.5 Sonnet v2 on Claude for AWS Bedrock,2,#e67e22,anthropic,0,0,0,0,0,0,0,0,1,2024-10-25 18:36:00+00:00,We are currently investigating an issue resulting in errors when attempting to make requests to anthropic.claude-3-5-sonnet-20241022-v2:0 for Claude on AWS Bedrock.,1,2024-10-25 19:04:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-10-25 20:29:00+00:00,"We are continuing to work on a fix for this issue, and have identified an issue additionally impacting the availability of Claude 3 Haiku in us-east-2. We will provide an update as soon as possible.",0,,,2024-10-25 18:36:00+00:00,2024-10-25 20:29:00+00:00,0 days 01:53:00,False
7hfbq9s08kqt,Elevated errors for requests to Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,1,2024-10-25 17:50:00+00:00,"We are currently investigating elevated errors on requests to Claude 3.5 Sonnet on the API, Claude.ai, and the Anthropic Console.",0,,,1,2024-10-25 18:11:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-25 19:38:00+00:00,This incident has been resolved.,0,,,2024-10-25 17:50:00+00:00,2024-10-25 19:38:00+00:00,0 days 01:48:00,False
b28yjffskl0w,Elevated error rate on 3.5 Sonnet 20240620,2,#e67e22,anthropic,0,0,0,0,1,0,0,0,0,,,1,2024-10-25 16:00:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-10-25 16:11:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-25 16:11:00+00:00,This incident has been resolved.,0,,,2024-10-25 16:00:00+00:00,2024-10-25 16:11:00+00:00,0 days 00:11:00,False
83x0s66mkvz6,API Account Activation on Credit Purchases,1,#f1c40f,anthropic,0,0,0,0,1,0,1,0,1,2024-10-24 00:33:00+00:00,We are investigating reported issues where some API Customers are not having their accounts properly activated after purchasing credits. Engineers are investigating.,1,2024-10-24 04:38:00+00:00,"We have identified an issue preventing some API credits purchased through a payment method requiring 3DS authentication to fail to be applied. Our engineers are working to resolve this issue, and impacted credits will be applied as soon as possible.",0,,,1,2024-10-25 04:14:00+00:00,"We have deployed a fix for this issue. Only a very small cohort of brand new users using 3DS was impacted, and were not properly activated when they first purchased credits. Those users have had their access restored, and all purchased credits have been properly applied.",0,,,2024-10-24 00:33:00+00:00,2024-10-25 04:14:00+00:00,1 days 03:41:00,True
9qyxn1yxnr0z,Sonnet 3.5 v2 elevated error rate on AWS Bedrock.,2,#e67e22,anthropic,0,0,0,0,0,0,0,0,1,2024-10-24 19:40:00+00:00,We are investigating intermittent failures with Sonnet 3.5 v2 on AWS Bedrock.,0,,,0,,,1,2024-10-24 20:31:00+00:00,This incident has been resolved.,0,,,2024-10-24 19:40:00+00:00,2024-10-24 20:31:00+00:00,0 days 00:51:00,False
7gftd1ybnk3v,Claude 3.5 Sonnet elevated error rate,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,,,1,2024-10-24 14:21:00+00:00,We have identified an infrastructure issue affecting `sonnet-3-5-20240620` and `sonnet-3-5-20241022` and are actively mitigating.,1,2024-10-24 15:41:00+00:00,We have fixed the issue and are continuing to monitor.,1,2024-10-24 16:09:00+00:00,This incident has been resolved.,0,,,2024-10-24 14:21:00+00:00,2024-10-24 16:09:00+00:00,0 days 01:48:00,False
m5glt80lf5v5,Claude.ai Project Knowledge file visibility,2,#e67e22,anthropic,0,0,0,0,0,1,0,0,1,2024-10-23 22:01:00+00:00,We are investigating reported issues impacting visibility of files within the Project Knowledge view for Claude.ai users.,1,2024-10-23 22:08:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-10-23 22:12:00+00:00,This incident has been resolved.,0,,,2024-10-23 22:01:00+00:00,2024-10-23 22:12:00+00:00,0 days 00:11:00,False
c7zb8khbgqvm,Delayed billing events for API and Console requests,2,#e67e22,anthropic,0,0,0,0,1,0,1,0,0,,,1,2024-10-22 18:44:00+00:00,"We have identified an issue resulting in some delayed events related to billing for requests to the Anthropic API and Console. This issue does not affect success rates on the API, but will result in delayed visibility on usage at console.anthropic.com/settings/cost. All usage will still be billed as expected.",0,,,1,2024-10-22 22:59:00+00:00,This incident has been resolved.,0,,,2024-10-22 18:44:00+00:00,2024-10-22 22:59:00+00:00,0 days 04:15:00,False
j5cdq83mncqv,Elevated errors for requests to the Anthropic API,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,1,2024-10-22 20:55:00+00:00,"We are currently investigating elevated errors on requests to Claude 3.5 Sonnet on the API, Claude.ai, and the Anthropic Console.",1,2024-10-22 21:13:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-10-22 21:56:00+00:00,"From 18:42–19:52, users experienced elevated rates of errors on requests to the Anthropic API. This issue has been resolved.",0,,,2024-10-22 20:55:00+00:00,2024-10-22 21:56:00+00:00,0 days 01:01:00,False
9h8b9q9lnpfh,Intermittent errors on docs.anthropic.com,2,#e67e22,anthropic,0,0,0,0,0,0,0,0,1,2024-10-21 19:20:00+00:00,"We are currently investigating an issue causing slow load times and intermittent errors when viewing the Anthropic documentation site, docs.anthropic.com.",0,,,0,,,1,2024-10-21 20:19:00+00:00,This incident has been resolved.,0,,,2024-10-21 19:20:00+00:00,2024-10-21 20:19:00+00:00,0 days 00:59:00,False
wt8hdbnvl37j,Elevated Sonnet 3.5 and Haiku error rate,1,#f1c40f,anthropic,0,0,0,0,1,1,1,0,1,2024-10-21 13:57:00+00:00,We are currently investigating this issue.,1,2024-10-21 14:34:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-10-21 15:30:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-21 18:54:00+00:00,This incident has been resolved. Free Claude.ai usage has been returned to 3.5 Sonnet.,0,,,2024-10-21 13:57:00+00:00,2024-10-21 18:54:00+00:00,0 days 04:57:00,False
r138v2fp6l2s,Elevated API errors on Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,1,2024-10-17 18:34:00+00:00,3.5-Sonnet is returning errors to some requests,1,2024-10-17 18:43:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-10-17 18:47:00+00:00,"From 18:07–18:42 UTC, some users experienced elevated errors on requests to Claude 3.5 Sonnet. This is now resolved.",0,,,2024-10-17 18:34:00+00:00,2024-10-17 18:47:00+00:00,0 days 00:13:00,False
d0ckfl8wb0n0,Elevated errors on Claude 3 Opus,2,#e67e22,anthropic,0,0,0,0,1,0,0,0,1,2024-10-16 15:56:00+00:00,We are currently investigating this issue.,1,2024-10-16 16:05:00+00:00,"We are continuing to see recovery on Claude 3 Opus, however we have identified an issue resulting in elevated errors on Claude 3.5 Sonnet and are working to resolve them.",1,2024-10-16 16:00:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-16 18:11:00+00:00,This incident has been resolved.,0,,,2024-10-16 15:56:00+00:00,2024-10-16 18:11:00+00:00,0 days 02:15:00,False
whtx5sq6d3fg,Unavailability of docs.anthropic.com,2,#e67e22,anthropic,0,0,0,0,0,0,0,0,1,2024-10-01 18:15:00+00:00,"We are currently investigating an issue impacting docs.anthropic.com, other domains such as Claude.ai and the Anthropic API are not affected.",0,,,0,,,1,2024-10-01 18:25:00+00:00,This incident has been resolved.,0,,,2024-10-01 18:15:00+00:00,2024-10-01 18:25:00+00:00,0 days 00:10:00,False
jwjmzwrmqjl9,Elevated latency on some requests to Claude 3.5 Sonnet,1,#f1c40f,anthropic,0,0,0,0,1,1,1,0,1,2024-10-01 17:36:00+00:00,We are currently investigating this issue.,0,,,1,2024-10-01 18:02:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-10-01 18:12:00+00:00,This incident has been resolved.,0,,,2024-10-01 17:36:00+00:00,2024-10-01 18:12:00+00:00,0 days 00:36:00,False
lxmr3b6df9x3,[Scheduled] Updating gateway configuration,4,#3498db,character,0,0,0,0,0,0,0,1,0,,,0,,,0,,,0,,,0,,,,,,False
47qr0fy6s33g,Email Authentication,2,#e67e22,character,0,0,0,0,0,0,0,1,1,2024-11-21 18:58:00+00:00,This may impact user login through email,1,2024-11-21 20:58:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-11-21 21:03:00+00:00,This incident has been resolved.,0,,,2024-11-21 18:58:00+00:00,2024-11-21 21:03:00+00:00,0 days 02:05:00,False
7x0ygq1bsq9f,Investigating an issue,1,#f1c40f,character,0,0,0,0,0,0,0,1,1,2024-11-20 22:17:00+00:00,We are currently investigating this issue.,1,2024-11-20 22:51:00+00:00,"The issue has been identified, and a fix is being implemented",0,,,1,2024-11-21 00:19:00+00:00,This incident has been resolved.,0,,,2024-11-20 22:17:00+00:00,2024-11-21 00:19:00+00:00,0 days 02:02:00,False
mmftk1chz0zx,Investigating an issue,0,#333333,character,0,0,0,0,0,0,0,0,1,2024-11-20 22:21:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-11-20 23:43:00+00:00,This incident has been resolved.,0,,,2024-11-20 22:21:00+00:00,2024-11-20 23:43:00+00:00,0 days 01:22:00,False
8xg3hq0mnzhv,Site down,3,#e74c3c,character,0,0,0,0,0,0,0,1,1,2024-11-13 00:24:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-11-13 03:01:00+00:00,This incident has been resolved.,0,,,2024-11-13 00:24:00+00:00,2024-11-13 03:01:00+00:00,0 days 02:37:00,False
03k94jjk36x6,View Character broken on web,3,#e74c3c,character,0,0,0,0,0,0,0,0,1,2024-11-04 21:57:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-11-04 23:56:00+00:00,This incident has been resolved.,0,,,2024-11-04 21:57:00+00:00,2024-11-04 23:56:00+00:00,0 days 01:59:00,False
d6269k1xjvx2,Unable to chat with non-public characters on web,0,#333333,character,0,0,0,0,0,0,0,0,0,,,0,,,0,,,1,2024-11-01 21:30:00+00:00,We are currently investigating this issue.,0,,,2024-11-01 21:30:00+00:00,2024-11-01 21:30:00+00:00,0 days 00:00:00,False
6xrnwb4wblbp,Elevated latencies and errors for some chats,1,#f1c40f,character,0,0,0,0,0,0,0,0,0,,,1,2024-10-29 20:08:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-10-29 21:20:00+00:00,This incident has been resolved.,0,,,2024-10-29 20:08:00+00:00,2024-10-29 21:20:00+00:00,0 days 01:12:00,False
c5g1f0lw5fnd,Gateway Restarted Impacting Access,3,#e74c3c,character,0,0,0,0,0,0,0,1,1,2024-10-01 19:11:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-10-01 19:17:00+00:00,This incident has been resolved.,0,,,2024-10-01 19:11:00+00:00,2024-10-01 19:17:00+00:00,0 days 00:06:00,False
