Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
High latency and error rates on text-davinci-003,https://status.openai.com/incidents/6vnc9k50xfrb,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 10, 2023 - 11:04 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are experiencing error rates of around 20% on text-davinci-003.  We are investigating the issue"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 10, 2023 - 06:12 PST""}]",This incident affected: API and Playground.
text-davinci-003 on playground has high error rates,https://status.openai.com/incidents/5r2tkwsd69pw,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 09, 2023 - 08:09 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We're seeing elevated error rates for text-davinci-003 on the playground as of 5am Pacific. We believe the issue is now resolved"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 09, 2023 - 05:00 PST""}]",This incident affected: Playground.
Elevated latency + error rate on code-davinci-002,https://status.openai.com/incidents/95r99nh8klw1,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 08, 2023 - 16:59 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 08, 2023 - 15:47 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 08, 2023 - 15:31 PST""}]",This incident affected: API.
Elevated latency + error rate on text-davinci-003,https://status.openai.com/incidents/b3l4j2kbtzh7,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 07, 2023 - 17:00 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 07, 2023 - 17:00 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 07, 2023 - 16:30 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a fix for this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 07, 2023 - 16:00 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We have seen a reduction in error rates but are still seeing sporadic bursts of errors. We are continuing to rollout a fix"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 07, 2023 - 13:34 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the source of the issue and are seeing a reduction of error rates. We are continuing to work to reduce error rates to normal levels"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 07, 2023 - 12:43 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are experiencing high latency and error rates on text-davinci-003 and are investigating the issue"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 07, 2023 - 11:06 PST""}]",This incident affected: API.
Elevated latency + error rate on text-davinci-003,https://status.openai.com/incidents/820wp9j4tz4q,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Latency and error rates should be returning to normal"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 05, 2023 - 14:59 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 05, 2023 - 14:09 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're seeing elevated error rates and latency on text-davinci-003. We're investigating the issue"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 05, 2023 - 12:13 PST""}]",This incident affected: API.
High latencies on text-davinci-003,https://status.openai.com/incidents/2s598rnnc1xy,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 16, 2022 - 16:10 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are still observing high latencies post-rollback and are investigating the issue."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 16, 2022 - 15:01 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the root cause as a misapplied configuration change and are rolling back the update."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 16, 2022 - 13:00 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 16, 2022 - 11:39 PST""}]",This incident affected: API.
Ada embedding engines experiencing high error rate,https://status.openai.com/incidents/6rkg1zwnnvqr,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 16, 2022 - 11:39 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 16, 2022 - 11:20 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the problem to a particular class of requests and are working towards remediation"", ""Update_Timestamp"": ""Posted 2 years ago. Dec 16, 2022 - 10:56 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 16, 2022 - 10:06 PST""}]",This incident affected: API.
Ada finetune engines experience high error rates,https://status.openai.com/incidents/1zk5t84xx49c,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 10, 2022 - 11:35 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Our ada fine tuned engines are experience high error rates. We've identified the issue and are working on a fix."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 10, 2022 - 11:00 PST""}]",This incident affected: API.
Degredation across all API endpoints,https://status.openai.com/incidents/qwddp6y07r21,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 09, 2022 - 10:30 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're seeing widespread degradation of service across all engine endpoints."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 09, 2022 - 10:10 PST""}]",This incident affected: API.
Elevated latency + error rate on all models,https://status.openai.com/incidents/fsf45b1fxgmg,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Error rates and latency is now back to normal"", ""Update_Timestamp"": ""Posted 2 years ago. Dec 07, 2022 - 13:06 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are seeing elevated latency and error rates across many of our models. We're working to identify the issue"", ""Update_Timestamp"": ""Posted 2 years ago. Dec 07, 2022 - 12:42 PST""}]",This incident affected: API.
Elevated latency + error rate on some models,https://status.openai.com/incidents/3tbqg3x0fs1j,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 05, 2022 - 16:15 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are seeing elevated latency and error rates on text-davinci-003.  We've identified the issue and are working to resolve it."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 05, 2022 - 11:08 PST""}]",This incident affected: API.
Errors in Playground Login,https://status.openai.com/incidents/cykbxm4pn2r4,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 05, 2022 - 02:17 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have a mitigation in place and are monitoring its efficacy."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 05, 2022 - 01:45 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified an issue affecting login on beta.openai.com. API services are not affected. We are working on a resolution."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 05, 2022 - 00:58 PST""}]",This incident affected: Playground.
Elevated errors on Image and Moderation APIs,https://status.openai.com/incidents/rxgy83j2s0cl,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 02, 2022 - 13:34 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 02, 2022 - 10:14 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified an issue with our Image and Moderation APIs and are working on a resolution."", ""Update_Timestamp"": ""Posted 2 years ago. Dec 02, 2022 - 09:47 PST""}]",This incident affected: API.
